split,scope,groups,post_hoc,interval_scope,source_in_sample,bootstrap_repeats,analysis_seed,name,arm,seed,contrast,metric,value,lower,upper,seed_sd,summary
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,p0,p0,fixed/reference,Delta_input,ce,-0.3229013892720155,-0.6594698742686251,0.06674601903024688,,fixed_reference
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,p0,p0,fixed/reference,Delta_input,brier,-0.1459494798410269,-0.3368208148103922,0.11866526550277712,,fixed_reference
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,p0,p0,fixed/reference,Delta_input,accuracy,0.19999999999999996,-0.4000000000000001,0.8,,fixed_reference
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,p0,p0,fixed/reference,Delta_input,macro_f1,0.24285714285714283,-0.13888888888888887,0.5555555555555555,,fixed_reference
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,p0,p0,fixed/reference,Delta_pi,ce,-0.181975504483867,-0.56747596867089,0.2460477943254762,,fixed_reference
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,p0,p0,fixed/reference,Delta_pi,brier,-0.11174710954815614,-0.3829315822970503,0.1594373632007381,,fixed_reference
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,p0,p0,fixed/reference,Delta_pi,accuracy,0.19999999999999996,-0.4000000000000001,0.8,,fixed_reference
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,p0,p0,fixed/reference,Delta_pi,macro_f1,0.24285714285714283,-0.13888888888888887,0.5555555555555555,,fixed_reference
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_42,MLP16,42,Delta_input,ce,-0.031528633503019154,-0.11883012869734977,0.05077571576304063,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_42,MLP16,42,Delta_input,brier,-0.018842071404455818,-0.07485365418142981,0.032396625283470204,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_42,MLP16,42,Delta_input,accuracy,0.0,0.0,0.0,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_42,MLP16,42,Delta_input,macro_f1,0.0,0.0,0.0,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_42,MLP16,42,Delta_pi,ce,-0.02974638229965021,-0.15913994974254397,0.05636645809109475,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_42,MLP16,42,Delta_pi,brier,-0.01742881258267559,-0.10082899597066697,0.04076755536903176,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_42,MLP16,42,Delta_pi,accuracy,0.0,0.0,0.0,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_42,MLP16,42,Delta_pi,macro_f1,0.0,0.0,0.0,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_123,MLP16,123,Delta_input,ce,-0.0313038067750242,-0.1118351589877603,0.049162837427290995,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_123,MLP16,123,Delta_input,brier,-0.014589327982146072,-0.055448488270362264,0.029239169944341725,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_123,MLP16,123,Delta_input,accuracy,0.20000000000000007,0.0,0.6,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_123,MLP16,123,Delta_input,macro_f1,0.25396825396825395,0.0,0.44444444444444436,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_123,MLP16,123,Delta_pi,ce,-0.030522097114312974,-0.12853646850942413,0.04251633399368493,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_123,MLP16,123,Delta_pi,brier,-0.014112555044791586,-0.07234997587951408,0.023994097224600885,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_123,MLP16,123,Delta_pi,accuracy,0.20000000000000007,0.0,0.6,,individual_seed
validation,condition:0,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,MLP16_seed_123,MLP16,123,Delta_pi,macro_f1,0.25396825396825395,0.0,0.44444444444444436,,individual_seed
