Id,Dataset_id,Name,Description,TYPE,File,Visiable,Label,Label_Description,Fault_level,RUL_label,RUL_label_description,Domain_id,Domain_description,Sample_rate,Sample_lenth,Channel,Fault_Diagnosis,Anomaly_Detection,Remaining_Life,Digital_Twin_Prediction
46305,8,RM_008_UNSW,,,Test 1/6Hz/vib_000002663_06.mat,1,0.0,,,1.0,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46306,8,RM_008_UNSW,,,Test 1/6Hz/vib_000005667_06.mat,1,0.0,,,0.9873417721518988,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46307,8,RM_008_UNSW,,,Test 1/6Hz/vib_000010665_06.mat,1,0.0,,,0.9746835443037974,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46308,8,RM_008_UNSW,,,Test 1/6Hz/vib_000015665_06.mat,1,0.0,,,0.9620253164556962,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46309,8,RM_008_UNSW,,,Test 1/6Hz/vib_000020662_06.mat,1,0.0,,,0.9493670886075949,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46310,8,RM_008_UNSW,,,Test 1/6Hz/vib_000025693_06.mat,1,0.0,,,0.9367088607594937,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46311,8,RM_008_UNSW,,,Test 1/6Hz/vib_000030664_06.mat,1,0.0,,,0.9240506329113924,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46312,8,RM_008_UNSW,,,Test 1/6Hz/vib_000035655_06.mat,1,0.0,,,0.9113924050632911,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46313,8,RM_008_UNSW,,,Test 1/6Hz/vib_000040657_06.mat,1,0.0,,,0.8987341772151899,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46314,8,RM_008_UNSW,,,Test 1/6Hz/vib_000045658_06.mat,1,0.0,,,0.8860759493670887,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46315,8,RM_008_UNSW,,,Test 1/6Hz/vib_000050657_06.mat,1,0.0,,,0.8734177215189873,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46316,8,RM_008_UNSW,,,Test 1/6Hz/vib_000053324_06.mat,1,0.0,,,0.8607594936708861,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46317,8,RM_008_UNSW,,,Test 1/6Hz/vib_000056314_06.mat,1,0.0,,,0.8481012658227848,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46318,8,RM_008_UNSW,,,Test 1/6Hz/vib_000061323_06.mat,1,0.0,,,0.8354430379746836,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46319,8,RM_008_UNSW,,,Test 1/6Hz/vib_000066321_06.mat,1,0.0,,,0.8227848101265822,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46320,8,RM_008_UNSW,,,Test 1/6Hz/vib_000071314_06.mat,1,0.0,,,0.810126582278481,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46321,8,RM_008_UNSW,,,Test 1/6Hz/vib_000076315_06.mat,1,0.0,,,0.7974683544303798,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46322,8,RM_008_UNSW,,,Test 1/6Hz/vib_000081323_06.mat,1,0.0,,,0.7848101265822784,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46323,8,RM_008_UNSW,,,Test 1/6Hz/vib_000086314_06.mat,1,0.0,,,0.7721518987341772,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46324,8,RM_008_UNSW,,,Test 1/6Hz/vib_000091317_06.mat,1,0.0,,,0.759493670886076,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46325,8,RM_008_UNSW,,,Test 1/6Hz/vib_000096313_06.mat,1,0.0,,,0.7468354430379747,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46326,8,RM_008_UNSW,,,Test 1/6Hz/vib_000101314_06.mat,1,0.0,,,0.7341772151898734,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46327,8,RM_008_UNSW,,,Test 1/6Hz/vib_000103979_06.mat,1,0.0,,,0.7215189873417722,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46328,8,RM_008_UNSW,,,Test 1/6Hz/vib_000106978_06.mat,1,0.0,,,0.7088607594936709,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46329,8,RM_008_UNSW,,,Test 1/6Hz/vib_000111984_06.mat,1,0.0,,,0.6962025316455696,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46330,8,RM_008_UNSW,,,Test 1/6Hz/vib_000116982_06.mat,1,0.0,,,0.6835443037974683,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46331,8,RM_008_UNSW,,,Test 1/6Hz/vib_000121976_06.mat,1,0.0,,,0.6708860759493671,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46332,8,RM_008_UNSW,,,Test 1/6Hz/vib_000126977_06.mat,1,0.0,,,0.6582278481012658,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46333,8,RM_008_UNSW,,,Test 1/6Hz/vib_000131976_06.mat,1,0.0,,,0.6455696202531646,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46334,8,RM_008_UNSW,,,Test 1/6Hz/vib_000137081_06.mat,1,0.0,,,0.6329113924050633,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46335,8,RM_008_UNSW,,,Test 1/6Hz/vib_000141973_06.mat,1,0.0,,,0.620253164556962,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46336,8,RM_008_UNSW,,,Test 1/6Hz/vib_000146978_06.mat,1,0.0,,,0.6075949367088608,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46337,8,RM_008_UNSW,,,Test 1/6Hz/vib_000151976_06.mat,1,0.0,,,0.5949367088607596,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46338,8,RM_008_UNSW,,,Test 1/6Hz/vib_000154635_06.mat,1,0.0,,,0.5822784810126582,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46339,8,RM_008_UNSW,,,Test 1/6Hz/vib_000157647_06.mat,1,0.0,,,0.5696202531645569,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46340,8,RM_008_UNSW,,,Test 1/6Hz/vib_000162644_06.mat,1,0.0,,,0.5569620253164558,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46341,8,RM_008_UNSW,,,Test 1/6Hz/vib_000167641_06.mat,1,0.0,,,0.5443037974683544,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46342,8,RM_008_UNSW,,,Test 1/6Hz/vib_000172638_06.mat,1,0.0,,,0.5316455696202531,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46343,8,RM_008_UNSW,,,Test 1/6Hz/vib_000177635_06.mat,1,0.0,,,0.5189873417721519,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46344,8,RM_008_UNSW,,,Test 1/6Hz/vib_000182635_06.mat,1,0.0,,,0.5063291139240507,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46345,8,RM_008_UNSW,,,Test 1/6Hz/vib_000187642_06.mat,1,0.0,,,0.49367088607594933,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46346,8,RM_008_UNSW,,,Test 1/6Hz/vib_000192636_06.mat,1,0.0,,,0.4810126582278481,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46347,8,RM_008_UNSW,,,Test 1/6Hz/vib_000197640_06.mat,1,0.0,,,0.4683544303797469,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46348,8,RM_008_UNSW,,,Test 1/6Hz/vib_000202637_06.mat,1,0.0,,,0.45569620253164556,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46349,8,RM_008_UNSW,,,Test 1/6Hz/vib_000205300_06.mat,1,0.0,,,0.44303797468354433,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46350,8,RM_008_UNSW,,,Test 1/6Hz/vib_000208305_06.mat,1,0.0,,,0.430379746835443,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46351,8,RM_008_UNSW,,,Test 1/6Hz/vib_000213296_06.mat,1,0.0,,,0.4177215189873418,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46352,8,RM_008_UNSW,,,Test 1/6Hz/vib_000218298_06.mat,1,0.0,,,0.40506329113924056,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46353,8,RM_008_UNSW,,,Test 1/6Hz/vib_000223298_06.mat,1,0.0,,,0.3924050632911392,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46354,8,RM_008_UNSW,,,Test 1/6Hz/vib_000228298_06.mat,1,0.0,,,0.379746835443038,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46355,8,RM_008_UNSW,,,Test 1/6Hz/vib_000233295_06.mat,1,0.0,,,0.36708860759493667,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46356,8,RM_008_UNSW,,,Test 1/6Hz/vib_000238297_06.mat,1,0.0,,,0.35443037974683544,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46357,8,RM_008_UNSW,,,Test 1/6Hz/vib_000243297_06.mat,1,0.0,,,0.3417721518987342,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46358,8,RM_008_UNSW,,,Test 1/6Hz/vib_000248296_06.mat,1,0.0,,,0.3291139240506329,,0.0,,51200.0,614400.0,6.0,1,1,1,1
46359,8,RM_008_UNSW,,,Test 1/6Hz/vib_000253300_06.mat,1,0.0,,,0.31645569620253167,,0.0,,51200.0,614400.0,6.0,1,1,1,1
